Date,Open,High,Low,Close,Adj Close,Volume,SMAAC_7,SMAAC_12,SMAAC_21,SMAAC_26,SMAAC_50,SMAAC_100,SMAAC_200,EMAAC_7,EMAAC_12,EMAAC_21,EMAAC_26,EMAAC_50,EMAAC_100,EMAAC_200,MACD,TR,SMATR_14,SATR_14,DX,SADX_14,PSAR,CT,CHAC,RS,RSI,SO_5,SO_14,WR_5,WR_14,ROCAC_1,ROCAC_7,ROCAC_12,ROCAC_14,ROCAC_21,ROCAC_26,ROCAC_50,ROCAC_100,ROCAC_200,MOM_1,MOM_7,MOM_12,MOM_14,MOM_21,MOM_26,MOM_50,MOM_100,MOM_200,VARAC_14,STDEVAC_14,LBB_20,UBB_20,VI_14,CV_12,OBV,COBV,ACCDIST,CMF
38357,3020.719971,3067.669922,3017.340088,3052.860107,3052.825928,12300,3087.011161,3102.449463,3139.792016,3152.966628,3189.036499,3230.290627,3404.530616,3079.364867,3101.44639,3130.333247,3142.79417,3184.342096,3257.698857,3420.52675,-63.12912169,50.329834,43.50646957,42.64115293,28.7134402,15.09328876,3132.459961,1,-27.439942,-2.545339164,164.7107136,0.306452373,0.185068851,0.693547627,0.693547627,0.009069898,-0.023241072,-0.033094189,-0.049696264,-0.037617528,-0.053673078,-0.073962028,-0.066597719,-0.251449106,27.439942,-72.63916,-104.488769,-159.647949,-119.328613,-173.147949,-173.147949,-217.817383,-1025.488525,1795.151279,42.36922561,3031.542807,3244.804972,0.038564118,-0.000414316,-263600,-0.04458137,477963662.6,37988.53682
38358,3054.100098,3054.100098,3016.149902,3028.72998,3028.696045,10900,3073.458426,3096.118693,3132.960659,3145.379019,3183.677358,3227.871155,3399.282524,3066.697661,3090.25403,3121.093502,3134.342457,3178.238329,3253.164147,3416.627937,-69.1517555,37.950196,44.19719579,42.75229885,29.05141494,16.09029778,3111.54397,1,24.129883,-2.562668509,163.9930986,0.107868082,0.072307892,0.892131918,0.892131918,-0.007904114,-0.03037207,-0.024469381,-0.050605466,-0.04667281,-0.056602601,-0.08011239,-0.061592203,-0.242760729,-24.129883,-94.869141,-75.969238,-161.438232,-148.27832,-181.717773,-181.717773,-198.787842,-970.959228,1736.360022,41.66965349,3015.667369,3245.852577,0.038657872,-0.00043524,-274500,0.041350531,479714377.4,38074.34087
38359,3028.689941,3065.280029,3019.070068,3035.590088,3035.556152,11800,3061.824289,3090.924601,3126.226458,3138.653724,3178.539219,3225.951877,3394.462029,3058.912284,3081.838971,3113.317379,3127.024953,3172.64295,3248.855078,3412.836177,-69.36471876,46.209961,44.81647593,42.89974007,23.1452805,16.59422511,3092.465156,1,-6.860107,-2.105193524,190.481891,0.166849283,0.124049009,0.833150717,0.833150717,0.002265036,-0.026127396,-0.020119887,-0.038563956,-0.057167608,-0.050458156,-0.056200301,-0.06476654,-0.252126125,6.860107,-81.438965,-62.329102,-121.758545,-184.057618,-161.307862,-161.307862,-210.21753,-1023.358399,1741.862865,41.73563064,3006.921629,3236.192556,0.038402692,-0.000448519,-262700,-0.04298725,481276490.9,37700.82921
38362,3032.840088,3063.659912,3018.48999,3062.72998,3062.695801,9400,3055.012974,3082.042196,3118.754174,3133.493408,3175.466856,3224.121099,3389.480935,3059.858163,3078.893868,3108.715417,3122.25983,3168.331297,3245.168756,3409.352194,-60.01839673,45.169922,43.83145571,42.96629119,23.34131561,17.07616015,3077.202105,1,-27.139649,-1.305656997,427.1641118,0.903452658,0.297531601,0.096547342,0.096547342,0.008940585,-0.015329084,-0.033631838,-0.013518199,-0.041660065,-0.044533078,-0.037521968,-0.04797529,-0.247896685,27.139649,-47.679199,-106.588867,-41.969482,-133.138672,-142.748291,-142.748291,-154.338135,-1009.478515,1785.174267,42.25132267,3002.8576,3226.942717,0.03699266,-0.00043283,-253300,-0.035782261,482560618,40792.18173
38363,3063.830078,3076.830078,3054.439941,3069.570068,3069.535889,9000,3048.890241,3077.585592,3112.739955,3128.26617,3173.215689,3222.646118,3384.467743,3062.277595,3077.454179,3105.153642,3118.354353,3164.456967,3241.690877,3405.970937,-50.94033956,22.390137,42.80932607,42.95507939,16.10050828,17.00647073,3016.149902,0,-6.840088,-1.196666861,608.4740734,0.879792883,0.341254945,0.120207117,0.120207117,0.002233355,-0.013770466,-0.017124236,-0.009151199,-0.039504709,-0.041609884,-0.028309501,-0.048673178,-0.23779612,6.840088,-42.859131,-53.479248,-28.349365,-126.248535,-133.26831,-133.26831,-157.048095,-957.648925,1804.137559,42.47514048,3001.362369,3215.813095,0.037092437,-0.000418426,-244300,-0.035530991,485037323.4,42133.99912
38364,3068.22998,3068.22998,3044.469971,3064.340088,3064.305908,7400,3048.428816,3072.488993,3106.479074,3122.939312,3171.322515,3221.023337,3379.653348,3062.784673,3075.431368,3101.440212,3114.350765,3160.529475,3238.178304,3402.571285,-54.94238582,25.100097,39.37717971,42.69951513,19.93247817,17.21547126,3017.363506,0,5.229981,-2.44301183,169.2995012,0.793603598,0.307823758,0.206396402,0.206396402,-0.001703834,-0.001052956,-0.019568025,-0.033123803,-0.038182731,-0.033998543,-0.040979174,-0.05241738,-0.239766841,-5.229981,-3.229981,-61.15918,-104.97876,-121.648438,-107.848633,-107.848633,-169.508057,-966.438965,1306.777646,36.14937961,2999.819613,3205.191007,0.028009554,-0.000428286,-251700,0.030290626,486953486.7,43246.34764
38365,3063.389893,3081.870117,3055.23999,3074.370117,3074.335449,9800,3055.421596,3068.386515,3101.163888,3119.17704,3168.904336,3219.428552,3374.871301,3065.672367,3075.262765,3098.976142,3111.386667,3157.149317,3234.933891,3399.305257,-50.7867889,26.630127,37.2621895,42.31113473,12.37067593,16.86941445,3018.552837,0,-10.029541,-1.588065968,270.0489494,0.881119393,0.464258444,0.118880607,0.118880607,0.003273022,0.016179576,-0.015760752,-0.015587401,-0.043000639,-0.032307128,-0.012199873,-0.036350447,-0.239734374,10.029541,48.949463,-49.229737,-48.679688,-138.138428,-102.638916,-102.638916,-115.968994,-969.429444,1163.99426,34.11736009,3005.633833,3185.562944,0.025344348,-0.000420918,-241900,-0.03893524,489226049.2,43415.30608
38366,3067.300049,3105.580078,3052.179932,3055.52002,3055.48584,10000,3055.801583,3063.260742,3093.688267,3114.504404,3167.767949,3218.080366,3369.929906,3063.125735,3072.220161,3095.022479,3107.245865,3153.162514,3231.380464,3395.884168,-49.28014967,53.400146,39.4100515,42.1039145,0.507920272,15.7007363,3021.085528,0,18.849609,-1.8711542,214.7902404,0.424799777,0.313858721,0.575200223,0.575200223,-0.006131279,0.000871295,-0.019733517,-0.022390027,-0.042207765,-0.050977521,-0.021381818,-0.040869864,-0.247692377,-18.849609,2.659912,-61.509277,-69.979248,-134.648437,-164.12793,-164.12793,-130.198486,-1005.998779,998.345052,31.59659874,3008.574525,3169.157409,0.025701129,-0.000423691,-251900,0.041339396,490380435.6,45082.02822
38369,3034.48999,3036.590088,2988.159912,2999.02002,2998.986572,11700,3051.557373,3053.978373,3084.585996,3106.018743,3165.302778,3216.213389,3364.617416,3047.090944,3060.953455,3086.291942,3099.226658,3147.116398,3226.778605,3391.934938,-52.22845983,67.360108,42.30934357,42.118588,23.87603359,16.2846861,3105.580078,1,56.499268,-2.550848085,164.4808482,0.092204434,0.073440834,0.907795566,0.907795566,-0.018491091,-0.009809328,-0.035811897,-0.039883469,-0.05014645,-0.061595149,-0.039449821,-0.048455689,-0.25175642,-56.499268,-29.709473,-111.388428,-124.578614,-158.328125,-196.847901,-196.847901,-152.718018,-1009.048584,1099.454068,33.15801665,2998.036032,3163.863089,0.030443925,-0.000448645,-263600,0.046447003,491841171.6,46035.75803
38370,3000.600098,3023.649902,2985.699951,3022.409912,3022.375977,8800,3049.674491,3046.476786,3078.160342,3099.347262,3163.307197,3214.920103,3359.68912,3040.912203,3055.018459,3080.481399,3093.534015,3142.224617,3222.731028,3388.257734,-52.61956426,37.949951,43.08576307,42.18767194,24.60877885,16.87926416,3105.580078,1,-23.389405,-1.912266472,209.6170944,0.305939165,0.244702395,0.694060835,0.694060835,0.007799103,-0.004341931,-0.028922756,-0.030355883,-0.026505049,-0.054261622,-0.036236727,-0.050312236,-0.246120135,23.389405,-13.180175,-90.019043,-94.61914,-82.289306,-173.408447,-173.408447,-160.118408,-986.718994,956.7562089,30.93147602,2990.924539,3162.745652,0.032143477,-0.000470706,-254800,-0.033383915,493251670.8,46562.0198
